[2017-11-17 09:46:09,496] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,618] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,625] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,631] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,638] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,645] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,651] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,657] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,663] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,667] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,673] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,678] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,684] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,687] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,693] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,698] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,703] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,710] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,717] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,720] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,726] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,730] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,737] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,743] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,749] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,753] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,760] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,766] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,776] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,783] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,789] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,796] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,802] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,809] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,815] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,821] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,828] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,835] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,844] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,851] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,858] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,867] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,877] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,887] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,894] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,904] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,910] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,917] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,923] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,927] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,933] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,937] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,944] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,950] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,954] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,960] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,967] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,973] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,980] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,986] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,990] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:09,996] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:10,000] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:10,006] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:10,013] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:10,017] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:10,023] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:10,028] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:10,033] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:10,039] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:10,043] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:10,049] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:10,055] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:10,059] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:10,065] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
[2017-11-17 09:46:10,072] [12824] [wssc::init::117] [INFO]: {'username': 'vm', 'rto': '1', 'cmd': 'notepad', 'vmid': '1', 'logconf': './wssc.log.conf', 'db_name': 'vm2', 'db_ip': '192.168.1.21', 'serverid': '1', 'password': '123456', 'isdone': '1'}
